City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value
300,95758,38.35363,-121.44195,0,0,1,1,52,1,0,1,2,0,2,0,2,2,1,0,2,100.3,5244.45,0
291,95762,38.684437,-121.055634,1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.8,154.55,0
845,95765,38.823278,-121.281856,1,0,0,1,41,1,0,1,2,2,2,2,2,2,2,1,2,111.15,4507.15,0
1115,95776,38.694081,-121.694431,1,0,0,0,20,1,2,1,0,0,0,2,2,2,0,1,3,98.55,2031.95,0
855,95814,38.584505,-121.491956,1,0,0,1,1,1,2,0,0,0,0,0,0,0,0,1,2,50.05,50.05,0
855,95816,38.574856,-121.46504,1,0,0,0,23,1,0,2,1,1,1,1,1,1,0,0,2,20.85,473.9,0
855,95817,38.550722,-121.457314,0,1,0,0,6,1,0,2,1,1,1,1,1,1,0,0,0,19.5,106.8,0
855,95818,38.556306,-121.495817,1,0,1,1,8,1,0,2,1,1,1,1,1,1,0,1,3,19.35,152.6,0
855,95819,38.567594,-121.437507,1,0,0,0,18,1,2,0,2,0,2,0,2,0,0,0,3,69.5,1199.4,0
855,95820,38.53508,-121.444144,1,1,0,0,52,0,1,0,2,0,0,0,2,2,0,1,1,48.8,2555.05,0
855,95821,38.625096,-121.383658,1,0,0,0,31,1,0,1,0,2,0,0,2,2,0,1,2,94.5,2979.2,0
855,95822,38.512569,-121.495184,1,0,1,1,29,1,0,2,1,1,1,1,1,1,0,1,3,20.65,654.85,0
855,95823,38.475465,-121.443625,0,0,1,0,36,1,2,1,2,2,2,2,0,2,2,1,1,106.05,3834.4,0
855,95825,38.590035,-121.412455,1,0,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,108.3,4586.15,0
855,95827,38.549185,-121.328386,0,0,0,0,60,1,0,1,0,2,2,0,2,2,2,1,2,99.65,5941.05,0
855,95829,38.486502,-121.334051,1,0,1,0,22,1,2,1,2,0,0,2,2,0,0,0,1,95.9,2234.95,0
855,95830,38.490508,-121.284171,1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,3,20.0,666.75,0
855,95832,38.445939,-121.496855,1,0,0,0,9,1,0,0,2,0,0,2,0,2,0,0,3,64.95,547.8,0
855,95833,38.619049,-121.517552,1,0,1,1,1,1,0,1,0,2,0,0,0,0,0,0,1,74.6,74.6,0
855,95834,38.646209,-121.52446,1,0,1,1,12,1,0,0,2,0,0,0,0,0,0,1,2,49.2,571.15,0
855,95835,38.685069,-121.543709,0,0,0,0,23,1,2,0,0,0,0,2,2,2,1,1,3,73.75,1756.6,0
855,95837,38.691607,-121.602284,1,0,0,0,62,1,2,1,2,2,0,0,0,2,1,1,0,92.3,5731.45,0
855,95841,38.660442,-121.346321,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,156.85,0
855,95842,38.687367,-121.34848,1,0,1,0,31,1,2,1,0,0,2,0,2,0,0,0,1,88.65,2683.2,0
597,95901,39.19514,-121.503883,1,0,1,1,45,1,2,1,0,2,2,0,0,2,0,1,0,95.95,4456.65,0
64,95903,39.125311,-121.392283,0,1,1,0,69,1,2,1,0,2,0,2,2,2,2,0,1,105.4,6998.95,0
14,95910,39.467828,-120.841386,1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.25,36.8,0
75,95916,39.657228,-121.37778,0,0,0,0,44,0,1,0,0,0,2,0,2,2,1,1,2,49.05,2265.0,0
87,95917,39.457388,-121.818201,1,0,0,0,39,0,1,0,0,0,2,2,0,0,1,0,3,35.55,1309.15,0
117,95918,39.292334,-121.320597,1,0,1,0,72,0,1,0,2,2,2,2,2,2,2,1,1,65.1,4754.3,0
118,95919,39.440687,-121.263583,0,1,0,0,13,1,0,1,0,0,2,0,2,2,0,1,2,96.85,1235.55,0
126,95920,39.449794,-121.936372,0,0,1,0,51,1,0,0,2,2,0,2,0,2,1,1,1,69.75,3562.5,0
147,95922,39.432127,-121.099287,0,1,1,0,71,1,0,1,0,2,2,0,2,2,2,1,2,99.2,7213.75,0
185,95926,39.745712,-121.84333,0,0,0,0,56,1,2,1,0,2,2,0,2,2,1,1,2,106.8,5914.4,0
185,95928,39.681488,-121.83721,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,3,51.25,51.25,0
200,95930,39.562239,-121.14836,0,0,1,0,23,1,0,0,2,2,0,2,0,0,1,1,3,57.75,1282.85,0
211,95932,39.273096,-122.050763,0,1,1,0,66,1,2,0,0,2,2,0,2,0,1,1,0,70.85,4738.85,0
231,95934,40.080342,-120.957805,0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,19.55,0
270,95936,39.578792,-120.780786,1,0,0,0,11,1,0,1,2,0,2,0,0,0,0,1,0,79.5,795.65,0
280,95938,39.607831,-121.777959,0,0,1,1,52,1,2,1,2,2,2,0,0,2,0,0,0,98.15,4993.4,0
299,95939,39.53222,-122.594879,1,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,2,20.25,61.45,0
335,95941,39.531028,-121.24807,0,0,1,1,51,1,0,1,2,2,0,0,0,0,0,1,0,79.15,4018.55,0
374,95943,39.597975,-122.032248,1,1,1,0,64,1,2,1,0,2,2,0,0,2,0,1,2,94.25,6081.4,0
379,95944,39.564113,-120.868836,0,0,0,0,37,0,1,0,0,0,2,0,0,2,0,1,1,40.2,1478.85,0
383,95945,39.194539,-120.988066,1,0,0,0,13,1,0,2,1,1,1,1,1,1,2,0,3,19.95,243.65,0
756,95946,39.203817,-121.19584,1,0,1,0,49,1,2,0,2,0,0,0,0,0,1,1,2,55.35,2633.95,0
389,95947,40.160386,-120.835428,0,1,0,0,45,1,2,1,0,0,2,0,2,2,1,1,0,102.15,4735.35,0
392,95948,39.346898,-121.759537,0,0,0,0,18,1,0,1,0,0,0,0,0,0,0,1,2,71.1,1247.75,0
393,95950,39.033058,-121.895718,1,0,1,0,68,0,1,0,2,0,2,0,2,2,2,1,0,54.1,3794.5,0
405,95951,39.732767,-122.042298,1,0,0,0,54,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1008.7,0
542,95953,39.258746,-121.77697,0,1,1,1,23,1,0,1,0,2,2,0,0,2,0,1,0,88.45,2130.55,0
599,95955,39.281194,-122.226568,1,0,1,0,71,1,2,0,2,2,2,2,0,2,2,0,1,80.4,5727.15,0
606,95956,39.937017,-121.058043,0,0,1,1,67,1,0,2,1,1,1,1,1,1,2,1,0,19.25,1372.9,0
615,95957,39.068071,-121.832638,0,0,1,1,14,1,2,1,0,0,0,0,2,0,0,1,2,84.8,1203.9,0
690,95960,39.423046,-120.984472,0,0,0,1,63,1,0,2,1,1,1,1,1,1,2,0,1,19.5,1215.1,0
712,95961,39.082568,-121.55325,0,0,0,0,41,1,2,0,0,0,2,2,0,2,1,1,2,68.6,2877.05,0
719,95962,39.342587,-121.249833,0,0,1,0,17,1,2,1,0,0,0,0,2,2,0,0,2,92.6,1579.7,0
722,95963,39.748037,-122.302169,1,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,100.55,5514.95,0
726,95965,39.624561,-121.552866,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,20.55,96.1,0
734,95968,39.435756,-121.552071,0,0,1,0,3,1,0,2,1,1,1,1,1,1,0,1,3,19.6,55.25,0
744,95969,39.69676,-121.644379,1,0,0,0,37,1,2,0,2,2,2,2,0,0,1,0,2,67.45,2443.3,0
806,95971,39.971228,-121.041166,1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,43.55,335.4,0
185,95973,39.903272,-121.843567,0,0,0,0,63,1,2,1,0,2,2,2,2,2,0,1,1,109.85,7002.95,0
833,95974,39.495768,-121.747472,0,0,1,1,7,1,0,2,1,1,1,1,1,1,0,0,3,20.65,158.95,0
851,95975,39.225634,-121.156163,0,0,0,0,3,1,0,1,0,2,0,0,2,2,0,0,2,95.4,293.15,0
941,95977,39.176595,-121.291692,1,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,0,21.0,1493.75,0
971,95978,39.904002,-121.527823,0,0,0,0,19,1,0,0,0,0,0,0,0,2,0,1,2,56.2,1093.4,0
973,95979,39.288127,-122.415841,0,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,0,18.4,1057.85,0
990,95982,39.172777,-121.805845,0,0,1,1,35,1,2,2,1,1,1,1,1,1,0,1,2,25.75,882.55,0
998,95983,40.053684,-120.743116,1,0,0,0,14,1,0,2,1,1,1,1,1,1,0,0,1,19.6,300.4,0
1070,95986,39.34128,-120.786867,0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,1,19.8,1436.95,0
1096,95987,39.117537,-122.284654,1,1,1,0,7,1,2,0,2,2,0,2,0,0,0,0,2,64.2,475.0,0
1099,95988,39.493991,-122.286363,1,0,1,0,69,1,0,0,2,2,2,2,2,0,2,1,0,75.75,5388.15,0
1125,95991,39.02741,-121.614982,0,0,1,0,72,1,2,0,0,2,0,2,2,2,2,1,2,78.95,5730.15,0
821,96001,40.587919,-122.464732,0,0,1,1,4,1,0,0,2,0,0,0,0,0,0,0,2,50.3,217.1,0
821,96002,40.527834,-122.318749,1,0,1,1,63,1,0,1,0,2,2,0,0,0,0,1,1,80.3,4896.35,0
821,96003,40.677649,-122.29467,1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1434.1,0
3,96006,41.171578,-120.913161,0,0,0,0,46,1,0,2,1,1,1,1,1,1,2,1,2,21.1,937.1,0
67,96008,40.722733,-122.109666,1,0,1,0,30,1,0,0,0,0,2,0,0,0,0,1,3,50.0,1474.9,0
78,96009,41.083464,-121.107929,1,0,0,0,63,1,2,1,0,2,2,0,2,2,2,1,0,104.75,6536.5,0
79,96010,40.775272,-123.287414,0,0,0,0,60,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1128.1,0
123,96013,40.946785,-121.719489,1,0,1,1,25,1,0,1,0,0,0,2,2,0,0,0,2,85.9,2199.05,0
148,96015,41.486953,-120.913975,1,1,1,0,6,1,2,1,0,0,2,0,0,0,0,1,2,80.8,457.1,0
169,96016,40.936285,-121.572692,1,0,0,0,22,1,2,2,1,1,1,1,1,1,2,0,3,25.25,566.5,0
171,96017,41.121108,-122.336613,0,0,1,0,31,1,2,0,0,2,0,2,2,2,2,0,0,80.55,2471.6,0
927,96019,40.692523,-122.369876,0,0,1,1,39,1,0,1,0,0,2,2,0,0,0,1,0,81.5,3107.3,0
184,96020,40.243494,-121.154733,1,0,0,0,26,1,0,2,1,1,1,1,1,1,0,0,3,20.9,518.3,0
265,96023,41.949216,-122.050062,1,0,0,0,12,1,2,0,2,2,0,2,0,0,0,1,2,67.25,832.3,0
279,96025,41.212695,-122.392067,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.35,45.3,0
311,96027,41.405193,-123.008567,1,0,0,0,39,0,1,0,2,0,0,2,2,0,1,0,0,45.05,1790.6,0
331,96029,39.84784,-122.544556,0,0,1,1,7,0,1,0,2,0,0,2,0,0,0,0,3,34.65,246.6,0
341,96031,41.232128,-123.194748,1,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,2,69.35,261.65,0
353,96033,40.740138,-122.587476,0,0,0,0,55,1,0,1,0,2,2,0,0,0,0,1,2,81.55,4509.5,0
364,96034,41.411315,-122.697236,1,0,1,0,72,1,0,0,0,2,2,0,2,2,2,1,0,75.4,5480.25,0
366,96035,40.03194,-122.176023,0,0,1,0,10,1,0,0,0,0,2,0,2,2,0,1,1,67.8,653.15,0
388,96037,41.528541,-122.955018,1,1,0,0,11,1,2,1,0,2,2,2,2,2,0,1,2,111.4,1183.05,0
391,96038,41.599978,-122.539381,0,0,1,1,15,1,0,0,0,0,0,0,0,0,0,0,2,46.3,639.45,0
407,96039,41.831901,-123.487478,0,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,0,20.4,478.75,0
409,96040,40.789799,-121.474529,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.05,20.05,0
437,96044,41.962127,-122.527696,1,0,1,1,47,1,0,1,2,2,2,0,0,2,1,1,2,96.1,4391.45,0
444,96046,40.648024,-123.465088,0,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,3,19.65,270.6,0
470,96048,40.913192,-123.06597,0,1,1,0,68,1,0,0,0,2,2,2,0,0,1,1,0,60.65,3975.9,0
557,96054,41.280478,-121.160249,0,1,1,0,21,1,2,0,0,2,2,0,0,2,1,0,0,71.7,1497.05,0
565,96055,40.059385,-122.091481,1,0,0,0,21,0,1,0,0,2,0,2,0,0,0,1,3,36.0,780.15,0
603,96056,41.10831,-121.360362,0,0,1,0,56,1,2,0,2,0,0,0,2,0,1,0,0,65.2,3512.15,0
604,96057,41.251322,-122.105209,0,0,1,1,6,1,2,0,0,0,0,0,0,0,0,1,1,48.95,273.25,0
577,96058,41.769709,-121.92063,0,1,0,0,65,0,1,0,0,2,2,0,2,2,2,1,0,53.5,3517.9,0
588,96059,40.426679,-121.850421,1,0,1,0,42,1,2,0,2,0,0,2,2,2,1,0,1,80.45,3375.9,0
621,96061,40.331975,-121.460674,0,0,1,1,68,1,2,1,2,0,2,2,2,2,2,1,0,109.05,7508.55,0
624,96062,40.531257,-122.148139,1,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,0,26.3,1245.05,0
626,96063,40.408796,-121.579609,0,1,0,0,50,1,2,1,0,2,0,2,2,2,1,1,2,106.8,5347.95,0
636,96064,41.759864,-122.379175,0,1,0,0,7,1,0,0,0,2,2,0,2,0,0,1,2,64.95,493.65,0
643,96065,40.877552,-121.885884,0,0,1,1,63,1,0,2,1,1,1,1,1,1,2,0,2,19.35,1263.85,0
656,96067,41.33832,-122.290756,1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,1,21.1,385.55,0
698,96069,40.689243,-122.037023,1,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,18.85,84.2,0
710,96071,40.656287,-121.428965,0,0,0,1,62,1,2,2,1,1,1,1,1,1,2,0,0,26.0,1638.7,0
749,96074,39.884395,-122.587513,0,0,1,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,120.25,0
753,96075,40.343213,-121.815412,1,0,1,0,48,1,2,1,2,2,2,0,2,0,2,1,0,96.9,4473.45,0
783,96076,40.367964,-122.937379,1,0,1,0,27,1,0,2,1,1,1,1,1,1,2,0,0,19.55,520.55,0
819,96080,40.186772,-122.388361,0,0,1,0,70,1,0,0,0,2,2,2,2,2,2,1,0,80.4,5717.85,0
915,96085,41.737962,-123.07557,1,0,1,0,46,1,2,1,0,2,2,0,2,0,1,1,2,94.65,4312.5,0
933,96088,40.497441,-121.827524,1,0,1,1,69,1,2,1,0,2,2,0,2,0,1,0,1,95.75,6511.25,0
1002,96090,40.021787,-122.127576,1,0,0,0,65,1,0,2,1,1,1,1,1,1,2,1,1,19.55,1218.65,0
1026,96091,41.081847,-122.700545,1,1,1,1,72,1,0,1,2,0,2,2,2,2,2,1,1,104.1,7447.7,0
1073,96093,40.759401,-122.939337,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,3,20.1,279.5,0
1074,96094,41.465121,-122.380947,1,0,1,0,51,1,2,1,2,0,2,2,2,2,1,1,2,111.55,5720.35,0
1093,96096,40.637105,-121.906949,1,0,1,0,51,1,0,0,2,2,0,2,0,0,2,0,1,60.5,3121.45,0
1124,96097,41.764869,-122.671316,0,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,90.95,6468.6,0
91,96103,39.783747,-120.661032,1,0,0,0,34,1,0,2,1,1,1,1,1,1,0,0,3,19.7,675.6,0
179,96104,41.505916,-120.152505,1,0,1,0,67,0,1,0,2,2,0,2,0,2,2,1,0,50.95,3521.7,0
186,96105,39.872961,-120.198876,0,0,1,0,49,1,0,2,1,1,1,1,1,1,1,1,0,20.05,923.1,0
199,96106,39.745805,-120.580882,1,0,1,1,53,1,0,2,1,1,1,1,1,1,2,1,3,19.4,1110.35,0
207,96107,38.42528,-119.475741,1,0,0,0,27,1,2,0,0,0,2,2,0,0,0,0,2,59.45,1611.65,0
271,96109,40.012675,-120.101857,1,0,0,0,69,1,2,0,2,2,2,2,0,2,2,1,1,81.5,5553.25,0
282,96110,41.280341,-120.150381,0,0,1,1,2,0,1,0,0,0,0,2,0,0,0,0,0,29.05,44.75,0
422,96113,40.198234,-120.18089,0,0,1,0,46,1,0,0,2,2,0,2,0,2,1,0,3,70.6,3231.05,0
464,96114,40.294034,-120.512622,0,0,0,0,54,1,2,1,0,2,0,0,2,2,2,1,0,97.2,5129.45,0
539,96117,40.507272,-120.338228,1,0,0,0,20,1,2,0,2,0,0,2,0,0,0,0,0,59.2,1191.2,0
571,96118,39.637471,-120.226338,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,3,75.9,866.4,0
579,96119,41.042003,-120.506086,0,1,1,0,30,1,2,1,0,2,0,0,2,0,0,1,2,90.05,2627.2,0
594,96120,38.735789,-119.85798,1,0,1,0,68,1,0,0,2,2,2,0,0,2,2,0,0,70.95,4741.45,0
620,96121,40.181279,-120.392967,1,1,1,0,38,1,2,1,0,2,2,0,2,2,0,1,2,102.6,4009.2,0
139,96124,39.672813,-120.456699,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,43.8,43.8,0
935,96125,39.600599,-120.636358,1,0,1,0,63,0,1,0,2,2,2,0,2,2,2,0,2,59.0,3707.6,0
937,96126,39.559709,-120.345639,0,0,0,0,3,1,0,0,0,0,2,0,2,2,1,1,2,69.95,220.45,0
965,96128,40.346634,-120.386422,0,0,0,0,48,1,2,2,1,1,1,1,1,1,1,0,0,24.35,1133.7,0
989,96130,40.559177,-120.612113,1,0,0,0,66,0,1,0,0,0,0,2,0,0,1,0,1,29.45,1983.15,0
1006,96132,41.027281,-120.669427,0,0,1,1,68,1,2,1,0,2,2,0,0,0,2,1,1,84.4,5746.75,0
1031,96134,41.813521,-121.492666,0,0,1,0,7,1,0,2,1,1,1,1,1,1,1,0,3,20.65,134.05,0
1077,96136,40.345949,-120.081187,1,0,1,0,72,1,2,0,2,2,2,2,2,2,2,1,0,87.1,6230.1,0
1089,96137,40.271535,-121.018087,0,0,1,0,29,1,0,2,1,1,1,1,1,1,0,0,3,19.85,573.05,0
163,96140,39.227434,-120.091806,1,0,1,0,37,1,0,1,0,0,2,2,0,2,0,1,2,90.35,3419.3,0
481,96143,39.246654,-120.029273,0,0,1,0,59,1,2,0,2,2,0,2,0,0,1,0,3,65.5,3801.3,0
713,96146,39.191797,-120.212401,1,1,1,1,60,1,2,1,2,0,0,0,0,0,0,1,2,80.95,4859.1,0
995,96148,39.24124,-120.054765,0,0,0,0,27,1,0,0,0,2,0,2,0,0,0,1,3,56.15,1439.35,0
562,90001,33.973616,-118.24902,1,0,1,0,17,0,1,0,2,0,2,0,0,0,0,0,3,34.4,592.75,0
562,90002,33.949255,-118.246978,1,0,1,0,58,1,0,2,1,1,1,1,1,1,2,0,3,20.75,1185.95,0
562,90003,33.964131,-118.272783,1,0,1,0,1,1,0,2,1,1,1,1,1,1,1,0,3,18.8,18.8,0
562,90005,34.059281,-118.30742,0,0,0,0,53,1,2,1,2,2,2,0,0,0,0,0,2,90.8,4921.2,0
562,90006,34.048013,-118.293953,1,0,0,0,35,1,2,2,1,1,1,1,1,1,0,1,2,25.6,901.25,0
562,90008,34.008293,-118.346766,1,0,1,0,68,1,2,0,0,2,0,2,0,2,2,0,1,70.8,4859.95,0
562,90010,34.062125,-118.315709,1,0,1,0,47,1,2,2,1,1,1,1,1,1,0,0,2,25.4,1139.2,0
562,90011,34.00709,-118.258681,0,1,1,0,65,1,2,1,0,2,2,0,2,2,0,1,0,108.8,7082.45,0
562,90015,34.039224,-118.266293,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,76.85,663.55,0
562,90016,34.028331,-118.354338,0,0,0,0,8,1,0,2,1,1,1,1,1,1,2,0,3,20.25,174.65,0
562,90017,34.052842,-118.264495,1,0,0,0,14,1,2,2,1,1,1,1,1,1,1,1,1,24.8,321.7,0
562,90018,34.028735,-118.317236,0,0,0,0,45,1,2,1,2,2,2,2,2,2,0,1,2,115.65,5125.5,0
562,90019,34.049841,-118.33846,0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,1,74.6,548.9,0
562,90021,34.029043,-118.239504,1,0,1,1,66,1,0,1,2,2,2,0,2,2,1,1,0,103.15,7031.3,0
562,90022,34.02381,-118.156582,1,0,1,0,72,1,2,0,2,2,2,2,0,0,2,0,1,72.1,5016.65,0
562,90024,34.066303,-118.435479,0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,0,3,25.1,611.45,0
562,90026,34.078991,-118.263804,0,0,0,0,4,1,2,1,2,0,0,0,0,0,0,1,2,80.15,319.85,0
562,90027,34.127194,-118.295647,1,0,1,1,6,1,2,2,1,1,1,1,1,1,2,0,3,25.4,153.3,0
562,90028,34.099869,-118.326843,0,1,1,0,67,1,2,1,2,2,2,2,0,2,1,1,1,105.4,7035.6,0
562,90029,34.089953,-118.294824,1,1,0,1,7,1,0,0,0,0,0,0,0,0,0,1,3,45.75,344.2,0
562,90031,34.085807,-118.206617,1,0,1,0,56,1,2,2,1,1,1,1,1,1,1,1,3,24.45,1431.65,0
562,90032,34.078821,-118.177576,0,0,1,0,72,1,2,2,1,1,1,1,1,1,2,0,1,25.0,1849.2,0
562,90033,34.050198,-118.210946,1,0,1,0,72,1,2,0,2,2,2,0,2,2,2,1,2,85.25,6083.1,0
562,90034,34.030578,-118.399613,1,0,1,1,23,1,0,2,1,1,1,1,1,1,2,0,1,19.6,426.65,0
562,90035,34.051809,-118.383843,0,0,0,1,35,1,2,0,0,0,0,0,0,0,0,0,3,50.15,1655.35,0
562,90036,34.070291,-118.349191,1,1,1,0,27,1,0,1,0,0,0,0,0,0,0,1,2,70.55,1943.9,0
562,90038,34.088017,-118.327168,1,0,1,0,12,1,2,2,1,1,1,1,1,1,1,0,3,26.4,314.95,0
562,90039,34.110845,-118.259595,0,0,0,0,40,1,0,2,1,1,1,1,1,1,2,0,3,20.15,804.85,0
562,90040,33.994524,-118.149953,1,0,1,1,7,0,1,0,2,2,2,0,2,2,0,0,3,58.85,465.7,0
562,90041,34.137412,-118.207607,1,0,1,1,70,1,2,1,2,2,0,0,2,0,0,1,1,97.55,6669.05,0
562,90042,34.11572,-118.192754,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,0,1,19.65,1161.75,0
562,90043,33.988543,-118.334081,1,0,1,0,39,0,1,0,0,0,0,0,0,0,1,1,1,25.25,947.75,0
562,90044,33.952714,-118.292061,1,0,1,0,72,1,2,1,2,2,2,2,2,2,2,0,1,114.45,8375.05,0
562,90046,34.108455,-118.362081,1,0,1,0,54,1,2,0,0,2,0,2,2,0,1,1,2,70.7,3770.0,0
562,90048,34.072945,-118.37267,0,0,1,0,63,1,0,0,2,2,2,2,2,0,2,0,1,75.55,4707.85,0
562,90049,34.091829,-118.491244,1,0,1,1,71,1,2,1,0,2,0,2,0,0,2,1,2,84.8,6152.4,0
562,90056,33.987945,-118.370442,0,0,0,0,42,1,0,2,1,1,1,1,1,1,1,1,3,20.65,958.1,0
562,90057,34.061918,-118.277939,1,0,0,0,47,1,0,2,1,1,1,1,1,1,2,0,0,20.45,943.0,0
562,90061,33.92128,-118.274186,1,0,0,0,11,0,1,0,0,2,0,2,0,0,0,1,2,35.65,425.1,0
562,90063,34.044271,-118.185237,0,1,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,90.45,5044.8,0
562,90064,34.037251,-118.423573,1,0,0,0,69,1,2,1,0,2,2,2,2,0,2,1,1,97.65,6743.55,0
562,90065,34.108833,-118.229715,0,1,0,0,3,1,0,1,0,0,2,0,0,0,0,0,2,73.85,196.4,0
562,90067,34.057496,-118.413959,1,1,0,0,30,1,2,0,0,0,2,2,2,0,2,1,1,69.1,2093.9,0
562,90068,34.137411,-118.328915,0,0,0,0,5,1,2,1,0,0,2,2,0,0,0,1,2,82.75,417.75,0
1081,90069,34.093781,-118.381061,0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.4,1725.4,0
562,90071,34.052917,-118.255178,0,0,0,0,29,1,2,0,0,2,0,0,0,0,1,1,2,55.25,1620.2,0
562,90077,34.102084,-118.451629,1,0,1,0,52,1,2,0,0,2,0,2,0,0,0,0,0,61.35,3169.55,0
66,90201,33.970343,-118.171368,1,0,0,0,68,1,2,0,2,2,2,0,0,2,1,0,1,76.75,5233.25,0
77,90210,34.099891,-118.414338,0,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,3,19.4,967.85,0
77,90211,34.063947,-118.383001,1,0,0,0,8,1,0,0,0,0,0,0,0,2,0,1,1,54.75,438.05,0
77,90212,34.062095,-118.401508,1,0,1,0,72,1,0,2,1,1,1,1,1,1,2,0,1,19.7,1421.9,0
213,90220,33.88151,-118.234451,0,0,0,0,17,1,0,2,1,1,1,1,1,1,1,0,0,19.9,323.15,0
213,90221,33.885811,-118.206459,1,0,0,0,3,1,0,1,0,2,2,2,2,2,0,1,2,107.95,318.6,0
213,90222,33.912246,-118.236773,0,1,0,0,2,1,0,1,0,2,0,0,2,0,0,1,0,83.8,163.7,0
237,90232,34.019323,-118.391902,0,0,0,0,51,0,1,0,0,2,2,0,2,2,1,1,1,56.4,2928.5,0
269,90240,33.956228,-118.120993,0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,20.1,100.35,0
269,90241,33.940884,-118.128628,0,0,1,0,3,1,2,1,0,0,0,0,2,2,0,0,2,94.9,273.2,0
269,90242,33.921793,-118.140588,0,1,0,0,17,1,2,1,0,0,0,0,2,2,0,1,2,94.2,1608.15,0
295,90245,33.917145,-118.401554,1,0,1,0,30,1,2,0,0,0,0,0,0,0,0,0,2,49.9,1441.95,0
362,90247,33.890853,-118.297967,1,0,0,0,31,1,2,0,0,2,0,2,2,0,0,1,2,71.05,2168.15,0
362,90248,33.876482,-118.284077,0,0,0,0,45,1,0,0,2,0,2,2,2,2,2,0,0,81.65,3618.7,0
362,90249,33.90139,-118.315697,1,0,1,0,64,1,2,1,2,2,2,0,0,0,1,0,0,89.45,5692.65,0
442,90255,33.97803,-118.217141,1,1,1,1,61,1,2,1,0,2,0,0,2,2,1,0,2,99.0,5969.3,0
525,90260,33.88856,-118.351813,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.05,19.05,0
583,90263,34.037037,-118.705803,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.45,8100.55,0
586,90266,33.889632,-118.39737,0,0,1,0,7,1,0,0,0,0,0,0,0,0,0,1,3,44.25,313.45,0
600,90270,33.988572,-118.186565,0,0,1,0,66,1,2,1,0,2,2,2,0,0,1,1,0,90.55,6130.95,0
742,90274,33.788208,-118.404955,1,0,1,1,40,1,0,2,1,1,1,1,1,1,0,1,0,20.4,745.3,0
813,90275,33.753146,-118.367459,1,0,0,0,16,1,2,0,0,2,2,0,0,2,0,1,0,71.4,1212.1,0
823,90278,33.873395,-118.37019,1,0,1,0,67,1,2,2,1,1,1,1,1,1,2,0,1,24.85,1583.5,0
957,90280,33.944624,-118.192615,0,0,1,0,41,1,0,1,2,2,2,0,2,2,1,1,0,104.45,4162.05,0
1017,90290,34.115192,-118.61017,0,0,1,1,56,1,0,2,1,1,1,1,1,1,2,1,1,19.8,1119.9,0
1054,90291,33.991782,-118.479229,0,0,0,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.45,8013.55,0
